FECHA;HORA;VOLTAJE (VAC);CORRIENTE  (A);POTENCIA (W);TEMPERATURA (°C);VELOCIDAD MECANICA (RPM);VIBRACIONES EJE X;NORMAL ;REVISION ;MANTENIMIENTO ;FALLA;;;;;;;;;
24/2/2021;15:14:20;95;1,1;104,5;33,1;3200;217;;1;;;;;;;;;;;
24/2/2021;15:14:21;95;1,4;133;31,6;3195;221;;1;;;;;;;;;;;
24/2/2021;15:14:22;95;1,2;114;31,8;3190;219;;1;;;;;;;;;;;
24/2/2021;15:14:23;95;1,2;114;31,9;3185;218;;1;;;;;;;;;;;
24/2/2021;15:14:24;95;1,1;104,5;32,5;3195;221;;1;;;;;;;;;;;
24/2/2021;15:14:25;95;1,1;104,5;32,7;3200;218;;1;;;;;;;;;;;
24/2/2021;15:14:26;95;1,4;133;32,8;3225;220;;1;;;;;;;;;;;
24/2/2021;15:14:27;95;1,1;104,5;31,8;3195;218;;1;;;;;;;;;;;
24/2/2021;15:14:28;95;1,4;133;32,9;3200;216;;1;;;;;;;;;;;
24/2/2021;15:14:29;95;1,2;114;31,9;3195;217;;1;;;;;;;;;;;
24/2/2021;15:14:30;95;1,4;133;32,5;3190;226;;1;;;;;;;;;;;
24/2/2021;15:14:31;95;1,3;123,5;33,1;3185;221;;1;;;;;;;;;;;
24/2/2021;15:14:32;95;1,2;114;32,1;3195;223;;1;;;;;;;;;;;
24/2/2021;15:14:33;95;1,1;104,5;32,7;3200;223;;1;;;;;;;;;;;
24/2/2021;15:14:34;95;1,1;104,5;32,3;3225;224;;1;;;;;;;;;;;
24/2/2021;15:14:35;95;1,2;114;31,7;3195;226;;1;;;;;;;;;;;
24/2/2021;15:14:36;95;1,4;133;31,8;3190;225;;1;;;;;;;;;;;
24/2/2021;15:14:37;95;1,3;123,5;31,9;3200;221;;1;;;;;;;;;;;
24/2/2021;15:14:38;95;1,2;114;32,5;3225;223;;1;;;;;;;;;;;
24/2/2021;15:14:39;95;1,1;104,5;33,1;3195;221;;1;;;;;;;;;;;
24/2/2021;15:14:40;95;1,1;104,5;32,1;3185;216;;1;;;;;;;;;;;
24/2/2021;15:14:41;95;1,4;133;32,7;3200;217;;1;;;;;;;;;;;
24/2/2021;15:14:42;95;1,1;104,5;32,3;3195;226;;1;;;;;;;;;;;
24/2/2021;15:14:43;95;1,3;123,5;31,7;3190;221;;1;;;;;;;;;;;
24/2/2021;15:14:44;95;1,2;114;31,8;3185;223;;1;;;;;;;;;;;
24/2/2021;15:14:45;95;1,1;104,5;31,9;3195;223;;1;;;;;;;;;;;
24/2/2021;15:14:46;95;1,4;133;32,5;3200;224;;1;;;;;;;;;;;
24/2/2021;15:14:47;95;1,3;123,5;32,7;3225;226;;1;;;;;;;;;;;
24/2/2021;15:14:48;95;1,4;133;32,8;3195;225;;1;;;;;;;;;;;
24/2/2021;15:14:49;95;1,1;104,5;31,8;3200;221;;1;;;;;;;;;;;
24/2/2021;15:14:50;95;1,4;133;31,9;3195;223;;1;;;;;;;;;;;
24/2/2021;15:14:51;95;1,2;114;32,5;3190;221;;1;;;;;;;;;;;
24/2/2021;15:14:52;95;1,4;133;32,8;3185;225;;1;;;;;;;;;;;
24/2/2021;15:14:53;95;1,3;123,5;31,8;3195;221;;1;;;;;;;;;;;
24/2/2021;15:14:54;95;1,2;114;32,9;3200;224;;1;;;;;;;;;;;
24/2/2021;15:14:55;95;1,1;104,5;31,9;3225;223;;1;;;;;;;;;;;
24/2/2021;15:14:56;95;1,1;104,5;32,5;3195;224;;1;;;;;;;;;;;
24/2/2021;15:14:57;95;1,4;133;33,1;3185;223;;1;;;;;;;;;;;
24/2/2021;15:14:58;95;1,1;104,5;32,1;3200;221;;1;;;;;;;;;;;
24/2/2021;15:14:59;95;1,4;133;33,1;3195;225;;1;;;;;;;;;;;
24/2/2021;15:15:00;95;1,2;114;31,6;3190;223;;1;;;;;;;;;;;
24/2/2021;15:15:01;95;1,4;133;31,8;3200;212;;1;;;;;;;;;;;
24/2/2021;15:15:02;95;1,3;123,5;31,9;3225;221;;1;;;;;;;;;;;
24/2/2021;15:15:03;95;1,2;114;32,5;3195;222;;1;;;;;;;;;;;
24/2/2021;15:15:04;95;1,1;104,5;32,7;3185;221;;1;;;;;;;;;;;
24/2/2021;15:15:05;95;1,1;104,5;32,8;3200;219;;1;;;;;;;;;;;
24/2/2021;15:15:06;95;1,4;133;31,8;3200;218;;1;;;;;;;;;;;
24/2/2021;15:15:07;95;1,2;114;32,9;3250;221;;1;;;;;;;;;;;
24/2/2021;15:15:08;95;1,4;133;31,9;3200;218;;1;;;;;;;;;;;
24/2/2021;15:15:09;95;1,3;123,5;32,5;3225;220;;1;;;;;;;;;;;
24/2/2021;15:15:10;95;1,2;114;33,1;3195;218;;1;;;;;;;;;;;
24/2/2021;15:15:11;95;1,1;104,5;32,1;3185;216;;1;;;;;;;;;;;
24/2/2021;15:15:12;95;1,1;104,5;32,5;3200;217;;1;;;;;;;;;;;
24/2/2021;15:15:13;95;1,4;133;32,7;3195;221;;1;;;;;;;;;;;
24/2/2021;15:15:14;95;1,1;104,5;32,8;3190;219;;1;;;;;;;;;;;
24/2/2021;15:15:15;95;1,4;133;31,8;3185;218;;1;;;;;;;;;;;
24/2/2021;15:15:16;95;1,2;114;31,9;3200;221;;1;;;;;;;;;;;
24/2/2021;15:15:17;95;1,4;133;32,5;3250;218;;1;;;;;;;;;;;
24/2/2021;15:15:18;95;1,3;123,5;32,8;3200;220;;1;;;;;;;;;;;
24/2/2021;15:15:19;95;1,2;114;31,8;3225;218;;1;;;;;;;;;;;
24/2/2021;15:15:20;95;1,1;104,5;32,9;3195;216;;1;;;;;;;;;;;
24/2/2021;15:15:21;95;1,1;104,5;31,9;3185;217;;1;;;;;;;;;;;
24/2/2021;15:15:22;95;1,4;133;32,5;3200;226;;1;;;;;;;;;;;
24/2/2021;15:15:23;95;1,1;104,5;33,1;3195;221;;1;;;;;;;;;;;
24/2/2021;15:15:24;95;1,4;133;32,1;3190;223;;1;;;;;;;;;;;
24/2/2021;15:15:25;95;1,2;114;33,1;3185;223;;1;;;;;;;;;;;
24/2/2021;15:15:26;95;1,2;114;31,6;3195;224;;1;;;;;;;;;;;
24/2/2021;15:15:27;95;1,1;104,5;31,8;3200;226;;1;;;;;;;;;;;
24/2/2021;15:15:28;95;1,1;104,5;31,9;3225;225;;1;;;;;;;;;;;
24/2/2021;15:15:29;95;1,4;133;32,5;3195;221;;1;;;;;;;;;;;
24/2/2021;15:15:30;95;1,1;104,5;32,7;3185;223;;1;;;;;;;;;;;
24/2/2021;15:15:31;95;1,4;133;32,8;3200;221;;1;;;;;;;;;;;
24/2/2021;15:15:32;95;1,2;114;31,8;3195;216;;1;;;;;;;;;;;
24/2/2021;15:15:33;95;1,4;133;32,9;3190;217;;1;;;;;;;;;;;
24/2/2021;15:15:34;95;1,3;123,5;31,9;3200;226;;1;;;;;;;;;;;
24/2/2021;15:15:35;95;1,2;114;32,5;3225;221;;1;;;;;;;;;;;
24/2/2021;15:15:36;95;1,1;104,5;33,1;3195;223;;1;;;;;;;;;;;
24/2/2021;15:15:37;95;1,1;104,5;32,1;3185;223;;1;;;;;;;;;;;
24/2/2021;15:15:38;95;1,2;114;32,7;3200;224;;1;;;;;;;;;;;
24/2/2021;15:15:39;95;1,4;133;32,3;3195;226;;1;;;;;;;;;;;
24/2/2021;15:15:40;95;1,3;123,5;31,7;3190;225;;1;;;;;;;;;;;
24/2/2021;15:15:41;95;1,2;114;31,8;3185;221;;1;;;;;;;;;;;
24/2/2021;15:15:42;95;1,1;104,5;31,9;3195;223;;1;;;;;;;;;;;
24/2/2021;15:15:43;95;1,1;104,5;32,5;3200;221;;1;;;;;;;;;;;
24/2/2021;15:15:44;95;1,4;133;33,1;3225;225;;1;;;;;;;;;;;
24/2/2021;15:15:45;95;1,1;104,5;32,1;3195;221;;1;;;;;;;;;;;
24/2/2021;15:15:46;95;1,3;123,5;32,7;3185;218;;1;;;;;;;;;;;
24/2/2021;15:15:47;95;1,2;114;32,3;3200;216;;1;;;;;;;;;;;
24/2/2021;15:15:48;95;1,1;104,5;31,7;3195;217;;1;;;;;;;;;;;
24/2/2021;15:15:49;95;1,4;133;31,8;3190;226;;1;;;;;;;;;;;
24/2/2021;15:15:50;95;1,3;123,5;31,9;3200;221;;1;;;;;;;;;;;
24/2/2021;15:15:51;95;1,4;133;32,5;3225;223;;1;;;;;;;;;;;
24/2/2021;15:15:52;95;1,1;104,5;32,7;3195;223;;1;;;;;;;;;;;
24/2/2021;15:15:53;95;1,4;133;32,8;3185;224;;1;;;;;;;;;;;
24/2/2021;15:15:54;95;1,2;114;31,8;3200;226;;1;;;;;;;;;;;
24/2/2021;15:15:55;95;1,4;133;31,9;3200;225;;1;;;;;;;;;;;
24/2/2021;15:15:56;95;1,3;123,5;32,5;3250;221;;1;;;;;;;;;;;
24/2/2021;15:15:57;95;1,2;114;32,8;3200;223;;1;;;;;;;;;;;
24/2/2021;15:15:58;95;1,1;104,5;31,8;3225;221;;1;;;;;;;;;;;
24/2/2021;15:15:59;95;1,1;104,5;32,9;3195;216;;1;;;;;;;;;;;
24/2/2021;15:16:00;95;1,4;133;31,9;3185;217;;1;;;;;;;;;;;
24/2/2021;15:16:01;95;1,1;104,5;32,5;3200;226;;1;;;;;;;;;;;
24/2/2021;15:16:02;95;1,4;133;33,1;3195;221;;1;;;;;;;;;;;
24/2/2021;15:16:03;95;1,2;114;32,1;3190;223;;1;;;;;;;;;;;
24/2/2021;15:16:04;95;1,4;133;33,1;3185;223;;1;;;;;;;;;;;
24/2/2021;15:16:05;95;1,3;123,5;31,6;3195;224;;1;;;;;;;;;;;
24/2/2021;15:16:06;95;1,2;114;31,8;3200;226;;1;;;;;;;;;;;
24/2/2021;15:16:07;95;1,1;104,5;31,9;3225;225;;1;;;;;;;;;;;
24/2/2021;15:16:08;95;1,1;104,5;32,5;3195;221;;1;;;;;;;;;;;
24/2/2021;15:16:09;95;1,4;133;32,7;3185;223;;1;;;;;;;;;;;
24/2/2021;15:16:10;95;1,2;114;32,8;3200;221;;1;;;;;;;;;;;
24/2/2021;15:16:11;95;1,4;133;31,8;3195;225;;1;;;;;;;;;;;
24/2/2021;15:16:12;95;1,3;123,5;32,9;3190;221;;1;;;;;;;;;;;
24/2/2021;15:16:13;95;1,2;114;31,9;3200;224;;1;;;;;;;;;;;
24/2/2021;15:16:14;95;1,1;104,5;32,5;3225;223;;1;;;;;;;;;;;
24/2/2021;15:16:15;95;1,1;104,5;33,1;3195;224;;1;;;;;;;;;;;
24/2/2021;15:16:16;95;1,4;133;32,1;3185;223;;1;;;;;;;;;;;
24/2/2021;15:16:17;95;1,4;133;32,5;3200;221;;1;;;;;;;;;;;
24/2/2021;15:16:18;95;1,2;114;32,7;3195;225;;1;;;;;;;;;;;
24/2/2021;15:16:19;95;1,4;133;32,8;3190;223;;1;;;;;;;;;;;
24/2/2021;15:16:20;95;1,3;123,5;31,8;3185;212;;1;;;;;;;;;;;
24/2/2021;15:16:21;95;1,2;114;32,9;3195;221;;1;;;;;;;;;;;
24/2/2021;15:16:22;95;1,1;104,5;31,9;3200;222;;1;;;;;;;;;;;
24/2/2021;15:16:23;95;1,1;104,5;32,5;3225;221;;1;;;;;;;;;;;
24/2/2021;15:16:24;95;1,4;133;33,1;3195;219;;1;;;;;;;;;;;
24/2/2021;15:16:25;95;1,4;133;32,1;3200;218;;1;;;;;;;;;;;
24/2/2021;15:16:26;95;1,2;114;32,5;3195;221;;1;;;;;;;;;;;
24/2/2021;15:16:27;95;1,4;133;32,7;3190;218;;1;;;;;;;;;;;
24/2/2021;15:16:28;95;1,3;123,5;32,8;3185;220;;1;;;;;;;;;;;
24/2/2021;15:16:29;95;1,2;114;31,8;3195;218;;1;;;;;;;;;;;
24/2/2021;15:16:30;95;1,1;104,5;32,9;3200;216;;1;;;;;;;;;;;
24/2/2021;15:16:31;95;1,1;104,5;31,9;3225;217;;1;;;;;;;;;;;
24/2/2021;15:16:32;95;1,4;133;32,5;3195;221;;1;;;;;;;;;;;
24/2/2021;15:16:33;95;1,4;133;33,1;3200;219;;1;;;;;;;;;;;
24/2/2021;15:16:34;95;1,2;114;32,1;3195;218;;1;;;;;;;;;;;
24/2/2021;15:16:35;95;1,4;133;32,5;3190;218;;1;;;;;;;;;;;
24/2/2021;15:16:36;95;1,3;123,5;32,7;3185;216;;1;;;;;;;;;;;
24/2/2021;15:16:37;95;1,2;114;32,8;3195;217;;1;;;;;;;;;;;
24/2/2021;15:16:38;80;3,1;248;38,5;2800;289;;;1;;;;;;;;;;
24/2/2021;15:16:39;80;2,8;224;39,7;2815;295;;;1;;;;;;;;;;
24/2/2021;15:16:40;80;2,5;200;39,9;2825;300;;;1;;;;;;;;;;
24/2/2021;15:16:41;80;2,7;216;40;2795;310;;;1;;;;;;;;;;
24/2/2021;15:16:42;80;2,5;200;40,1;2825;305;;;1;;;;;;;;;;
24/2/2021;15:16:43;80;2,6;208;40,5;2800;301;;;1;;;;;;;;;;
24/2/2021;15:16:44;80;2,7;216;41,5;2775;303;;;1;;;;;;;;;;
24/2/2021;15:16:45;80;2,9;232;41,9;2725;295;;;1;;;;;;;;;;
24/2/2021;15:16:46;80;3,1;248;42,3;2795;275;;;1;;;;;;;;;;
24/2/2021;15:16:47;80;3,1;248;42,9;2815;300;;;1;;;;;;;;;;
24/2/2021;15:16:48;80;3,1;248;43,2;2825;395;;;1;;;;;;;;;;
24/2/2021;15:16:49;80;3,1;248;44,1;2795;295;;;1;;;;;;;;;;
24/2/2021;15:16:50;80;2,9;232;45,5;2825;289;;;1;;;;;;;;;;
24/2/2021;15:16:51;80;2,7;216;45,1;2800;295;;;1;;;;;;;;;;
24/2/2021;15:16:52;80;2,5;200;45,9;2775;300;;;1;;;;;;;;;;
24/2/2021;15:16:53;80;2,6;208;45,1;2725;310;;;1;;;;;;;;;;
24/2/2021;15:16:54;80;2,1;168;44,9;2825;305;;;1;;;;;;;;;;
24/2/2021;15:16:55;80;2,6;208;44,8;2795;301;;;1;;;;;;;;;;
24/2/2021;15:16:56;80;2,8;224;44,7;2825;303;;;1;;;;;;;;;;
24/2/2021;15:16:57;80;2,7;216;44,9;2800;295;;;1;;;;;;;;;;
24/2/2021;15:16:58;80;2,8;224;45,1;2775;275;;;1;;;;;;;;;;
24/2/2021;15:16:59;80;2,8;224;45,1;2725;301;;;1;;;;;;;;;;
24/2/2021;15:17:00;80;2,7;216;45,2;2795;303;;;1;;;;;;;;;;
24/2/2021;15:17:01;80;2,9;232;49,3;2815;295;;;1;;;;;;;;;;
24/2/2021;15:17:02;80;2,9;232;45,5;2825;275;;;1;;;;;;;;;;
24/2/2021;15:17:03;80;2,9;232;45,1;2795;300;;;1;;;;;;;;;;
24/2/2021;15:17:04;80;2,5;200;45,9;2825;395;;;1;;;;;;;;;;
24/2/2021;15:17:05;80;2,6;208;45,1;2800;295;;;1;;;;;;;;;;
24/2/2021;15:17:06;80;2,6;208;44,9;2800;289;;;1;;;;;;;;;;
24/2/2021;15:17:07;80;2,7;216;44,8;2775;295;;;1;;;;;;;;;;
24/2/2021;15:17:08;80;2,8;224;44,7;2725;300;;;1;;;;;;;;;;
24/2/2021;15:17:09;80;2,4;192;44,9;2795;310;;;1;;;;;;;;;;
24/2/2021;15:17:10;80;2,5;200;45,1;2815;395;;;1;;;;;;;;;;
24/2/2021;15:17:11;80;2,6;208;44,7;2825;295;;;1;;;;;;;;;;
24/2/2021;15:17:12;80;2,7;216;44,9;2795;289;;;1;;;;;;;;;;
24/2/2021;15:17:13;80;2,5;200;45,1;2825;295;;;1;;;;;;;;;;
24/2/2021;15:17:14;80;2,5;200;45,1;2800;300;;;1;;;;;;;;;;
24/2/2021;15:17:15;80;2,9;232;45,2;2775;310;;;1;;;;;;;;;;
24/2/2021;15:17:16;80;3,1;248;49,3;2725;305;;;1;;;;;;;;;;
24/2/2021;15:17:17;80;3,1;248;45,5;2825;301;;;1;;;;;;;;;;
24/2/2021;15:17:18;80;2,8;224;45,1;2795;303;;;1;;;;;;;;;;
24/2/2021;15:17:19;80;2,5;200;45,9;2825;295;;;1;;;;;;;;;;
24/2/2021;15:17:20;80;2,7;216;45,1;2800;275;;;1;;;;;;;;;;
24/2/2021;15:17:21;80;2,5;200;44,9;2775;301;;;1;;;;;;;;;;
24/2/2021;15:17:22;80;2,6;208;44,8;2725;303;;;1;;;;;;;;;;
24/2/2021;15:17:23;80;2,7;216;45,1;2795;295;;;1;;;;;;;;;;
24/2/2021;15:17:24;80;2,9;232;45,2;2815;275;;;1;;;;;;;;;;
24/2/2021;15:17:25;80;3,1;248;49,3;2825;300;;;1;;;;;;;;;;
24/2/2021;15:17:26;80;3,1;248;45,5;2825;295;;;1;;;;;;;;;;
24/2/2021;15:17:27;80;3,1;248;45,1;2795;300;;;1;;;;;;;;;;
24/2/2021;15:17:28;80;3,1;248;45,9;2825;310;;;1;;;;;;;;;;
24/2/2021;15:17:29;80;2,9;232;45,1;2800;305;;;1;;;;;;;;;;
24/2/2021;15:17:30;80;2,7;216;44,9;2775;301;;;1;;;;;;;;;;
24/2/2021;15:17:31;80;2,5;200;44,8;2725;303;;;1;;;;;;;;;;
24/2/2021;15:17:32;80;2,6;208;44,7;2825;295;;;1;;;;;;;;;;
24/2/2021;15:17:33;80;2,1;168;44,9;2795;275;;;1;;;;;;;;;;
24/2/2021;15:17:34;80;2,6;208;45,1;2825;301;;;1;;;;;;;;;;
24/2/2021;15:17:35;80;2,8;224;44,7;2800;303;;;1;;;;;;;;;;
24/2/2021;15:17:36;80;2,7;216;44,9;2775;295;;;1;;;;;;;;;;
24/2/2021;15:17:37;80;2,8;224;45,1;2725;275;;;1;;;;;;;;;;
24/2/2021;15:17:38;80;2,8;224;45,1;2795;300;;;1;;;;;;;;;;
24/2/2021;15:17:39;80;2,7;216;45,2;2815;395;;;1;;;;;;;;;;
24/2/2021;15:17:40;80;2,9;232;44,8;2825;295;;;1;;;;;;;;;;
24/2/2021;15:17:41;80;2,9;232;44,7;2795;289;;;1;;;;;;;;;;
24/2/2021;15:17:42;80;2,9;232;44,9;2825;295;;;1;;;;;;;;;;
24/2/2021;15:17:43;80;2,5;200;45,1;2800;300;;;1;;;;;;;;;;
24/2/2021;15:17:44;80;2,6;208;44,7;2800;310;;;1;;;;;;;;;;
24/2/2021;15:17:45;80;2,6;208;44,9;2775;395;;;1;;;;;;;;;;
24/2/2021;15:17:46;80;2,7;216;45,1;2725;295;;;1;;;;;;;;;;
24/2/2021;15:17:47;80;2,8;224;45,1;2795;289;;;1;;;;;;;;;;
24/2/2021;15:17:48;80;2,4;192;45,2;2815;295;;;1;;;;;;;;;;
24/2/2021;15:17:49;80;2,5;200;49,3;2825;300;;;1;;;;;;;;;;
24/2/2021;15:17:50;80;2,6;208;45,5;2795;310;;;1;;;;;;;;;;
24/2/2021;15:17:51;80;2,7;216;45,1;2825;305;;;1;;;;;;;;;;
24/2/2021;15:17:52;80;2,5;200;45,9;2800;301;;;1;;;;;;;;;;
24/2/2021;15:17:53;80;2,5;200;45,1;2775;303;;;1;;;;;;;;;;
24/2/2021;15:17:54;80;2,6;208;44,9;2825;289;;;1;;;;;;;;;;
24/2/2021;15:17:55;80;2,7;216;44,8;2800;295;;;1;;;;;;;;;;
24/2/2021;15:17:56;80;2,9;232;45,1;2775;300;;;1;;;;;;;;;;
24/2/2021;15:17:57;80;3,1;248;45,2;2725;310;;;1;;;;;;;;;;
24/2/2021;15:17:58;80;3,1;248;49,3;2795;305;;;1;;;;;;;;;;
24/2/2021;15:17:59;80;3,1;248;45,5;2815;301;;;1;;;;;;;;;;
24/2/2021;15:18:00;80;3,1;248;45,1;2825;303;;;1;;;;;;;;;;
24/2/2021;15:18:01;80;2,9;232;45,9;2795;295;;;1;;;;;;;;;;
24/2/2021;15:18:02;80;2,7;216;45,1;2825;275;;;1;;;;;;;;;;
24/2/2021;15:18:03;80;2,5;200;44,9;2800;300;;;1;;;;;;;;;;
24/2/2021;15:18:04;80;2,6;208;44,8;2800;395;;;1;;;;;;;;;;
24/2/2021;15:18:05;80;2,1;168;44,9;2775;295;;;1;;;;;;;;;;
24/2/2021;15:18:06;80;2,6;208;45,1;2725;289;;;1;;;;;;;;;;
24/2/2021;15:18:07;80;2,8;224;44,7;2795;295;;;1;;;;;;;;;;
24/2/2021;15:18:08;80;2,7;216;44,9;2815;300;;;1;;;;;;;;;;
24/2/2021;15:18:09;80;2,8;224;45,1;2825;310;;;1;;;;;;;;;;
24/2/2021;15:18:10;80;2,8;224;45,1;2795;305;;;1;;;;;;;;;;
24/2/2021;15:18:11;80;2,7;216;45,2;2825;301;;;1;;;;;;;;;;
24/2/2021;15:18:12;80;2,9;232;49,3;2800;303;;;1;;;;;;;;;;
24/2/2021;15:18:13;80;2,9;232;45,5;2775;295;;;1;;;;;;;;;;
24/2/2021;15:18:14;80;2,9;232;45,1;2725;275;;;1;;;;;;;;;;
24/2/2021;15:18:15;80;2,5;200;45,9;2825;301;;;1;;;;;;;;;;
24/2/2021;15:18:16;80;2,6;208;45,1;2795;303;;;1;;;;;;;;;;
24/2/2021;15:18:17;80;2,6;208;44,9;2825;295;;;1;;;;;;;;;;
24/2/2021;15:18:18;80;2,7;216;44,8;2800;275;;;1;;;;;;;;;;
24/2/2021;15:18:19;80;2,8;224;45,1;2775;300;;;1;;;;;;;;;;
24/2/2021;15:18:20;80;2,4;192;45,2;2725;395;;;1;;;;;;;;;;
24/2/2021;15:18:21;80;2,5;200;49,3;2795;295;;;1;;;;;;;;;;
24/2/2021;15:18:22;80;2,6;208;45,5;2815;289;;;1;;;;;;;;;;
24/2/2021;15:18:23;80;2,7;216;45,1;2825;295;;;1;;;;;;;;;;
24/2/2021;15:18:24;80;2,5;200;45,9;2825;300;;;1;;;;;;;;;;
24/2/2021;15:18:25;80;2,5;200;45,1;2795;310;;;1;;;;;;;;;;
24/2/2021;15:18:26;80;2,9;232;44,9;2825;395;;;1;;;;;;;;;;
24/2/2021;15:18:27;80;3,1;248;44,8;2800;295;;;1;;;;;;;;;;
24/2/2021;15:18:28;80;3,1;248;44,7;2775;289;;;1;;;;;;;;;;
24/2/2021;15:18:29;80;2,8;224;44,9;2725;295;;;1;;;;;;;;;;
24/2/2021;15:18:30;80;2,5;200;45,1;2825;300;;;1;;;;;;;;;;
24/2/2021;15:18:31;80;2,7;216;44,7;2795;310;;;1;;;;;;;;;;
24/2/2021;15:18:32;80;2,5;200;44,9;2825;305;;;1;;;;;;;;;;
24/2/2021;15:18:33;80;2,6;208;45,1;2800;301;;;1;;;;;;;;;;
24/2/2021;15:18:34;80;2,7;216;45,1;2775;303;;;1;;;;;;;;;;
24/2/2021;15:18:35;80;2,9;232;45,2;2725;295;;;1;;;;;;;;;;
24/2/2021;15:18:36;80;3,1;248;44,8;2795;275;;;1;;;;;;;;;;
24/2/2021;15:18:37;80;3,1;248;44,7;2815;301;;;1;;;;;;;;;;
24/2/2021;15:18:38;80;3,1;248;44,9;2825;303;;;1;;;;;;;;;;
24/2/2021;15:18:39;80;3,1;248;45,1;2795;295;;;1;;;;;;;;;;
24/2/2021;15:18:40;80;2,9;232;44,7;2825;275;;;1;;;;;;;;;;
24/2/2021;15:18:41;80;2,7;216;44,9;2800;300;;;1;;;;;;;;;;
24/2/2021;15:18:42;80;2,5;200;45,1;2800;295;;;1;;;;;;;;;;
24/2/2021;15:18:43;80;2,6;208;45,1;2775;295;;;1;;;;;;;;;;
24/2/2021;15:18:44;80;2,1;168;45,2;2725;275;;;1;;;;;;;;;;
24/2/2021;15:18:45;80;2,6;208;49,3;2795;300;;;1;;;;;;;;;;
24/2/2021;15:18:46;80;2,8;224;45,5;2815;395;;;1;;;;;;;;;;
24/2/2021;15:18:47;80;2,7;216;45,1;2825;295;;;1;;;;;;;;;;
24/2/2021;15:18:48;80;2,8;224;45,9;2795;289;;;1;;;;;;;;;;
24/2/2021;15:18:49;80;2,8;224;45,1;2800;295;;;1;;;;;;;;;;
24/2/2021;15:18:50;80;2,7;216;44,9;2815;300;;;1;;;;;;;;;;
24/2/2021;15:18:51;80;2,9;232;44,8;2825;310;;;1;;;;;;;;;;
24/2/2021;15:18:52;80;2,9;232;45,1;2795;305;;;1;;;;;;;;;;
24/2/2021;15:18:53;80;2,9;232;45,2;2825;301;;;1;;;;;;;;;;
24/2/2021;15:18:54;80;2,5;200;49,3;2800;303;;;1;;;;;;;;;;
24/2/2021;15:18:55;80;2,6;208;45,5;2775;295;;;1;;;;;;;;;;
24/2/2021;15:18:56;80;2,6;208;45,1;2725;275;;;1;;;;;;;;;;
24/2/2021;15:18:57;80;2,5;200;45,9;2795;301;;;1;;;;;;;;;;
24/2/2021;15:18:58;80;2,9;232;45,1;2815;303;;;1;;;;;;;;;;
24/2/2021;15:18:59;80;3,1;248;44,9;2825;295;;;1;;;;;;;;;;
24/2/2021;15:19:00;80;3,1;248;44,8;2795;275;;;1;;;;;;;;;;
24/2/2021;15:19:01;80;2,8;224;45,2;2825;300;;;1;;;;;;;;;;
24/2/2021;15:19:02;80;2,5;200;49,3;2800;395;;;1;;;;;;;;;;
24/2/2021;15:19:03;80;2,7;216;45,5;2775;295;;;1;;;;;;;;;;
24/2/2021;15:19:04;80;2,5;200;45,1;2725;289;;;1;;;;;;;;;;
24/2/2021;15:19:05;80;2,6;208;45,9;2825;295;;;1;;;;;;;;;;
24/2/2021;15:19:06;80;2,7;216;45,1;2795;300;;;1;;;;;;;;;;
24/2/2021;15:19:07;80;2,9;232;44,9;2825;310;;;1;;;;;;;;;;
24/2/2021;15:19:08;80;3,1;248;44,8;2800;395;;;1;;;;;;;;;;
24/2/2021;15:19:09;80;3,1;248;44,7;2775;295;;;1;;;;;;;;;;
24/2/2021;15:19:10;80;3,1;248;44,9;2725;289;;;1;;;;;;;;;;
24/2/2021;15:19:11;80;3,1;248;45,1;2795;295;;;1;;;;;;;;;;
24/2/2021;15:19:12;80;2,9;232;44,7;2815;300;;;1;;;;;;;;;;
24/2/2021;15:19:13;80;2,7;216;44,9;2825;310;;;1;;;;;;;;;;
24/2/2021;15:19:14;80;2,5;200;45,1;2795;305;;;1;;;;;;;;;;
24/2/2021;15:19:15;80;2,6;208;45,1;2825;301;;;1;;;;;;;;;;
24/2/2021;15:19:16;80;2,1;168;45,2;2800;303;;;1;;;;;;;;;;
24/2/2021;15:19:17;80;2,6;208;49,3;2800;295;;;1;;;;;;;;;;
24/2/2021;15:19:18;80;2,8;224;45,5;2775;275;;;1;;;;;;;;;;
24/2/2021;15:19:19;80;2,7;216;45,1;2725;301;;;1;;;;;;;;;;
24/2/2021;15:19:20;80;2,8;224;45,9;2795;303;;;1;;;;;;;;;;
24/2/2021;15:19:21;80;2,8;224;45,1;2815;295;;;1;;;;;;;;;;
24/2/2021;15:19:22;80;2,7;216;44,9;2825;275;;;1;;;;;;;;;;
24/2/2021;15:19:23;80;2,9;232;44,8;2795;300;;;1;;;;;;;;;;
24/2/2021;15:19:24;80;2,9;232;45,1;2825;295;;;1;;;;;;;;;;
24/2/2021;15:19:25;80;2,9;232;45,2;2800;300;;;1;;;;;;;;;;
24/2/2021;15:19:26;80;2,5;200;49,3;2775;310;;;1;;;;;;;;;;
24/2/2021;15:19:27;80;2,6;208;45,5;2725;305;;;1;;;;;;;;;;
24/2/2021;15:19:28;80;2,6;208;45,1;2825;301;;;1;;;;;;;;;;
24/2/2021;15:19:29;80;2,7;216;45,9;2795;303;;;1;;;;;;;;;;
24/2/2021;15:19:30;80;2,8;224;45,1;2825;295;;;1;;;;;;;;;;
24/2/2021;15:19:31;80;2,4;192;44,9;2800;275;;;1;;;;;;;;;;
