FECHA;HORA;VOLTAJE (VAC);CORRIENTE  (A);POTENCIA (W);TEMPERATURA (°C);VELOCIDAD MECANICA (RPM);VIBRACIONES EJE X;NORMAL ;REVISION ;MANTENIMIENTO ;FALLA
26/2/2021;15:06:32;90;1,2;108;33,1;2950;255;;1;;
26/2/2021;15:06:33;90;1,3;117;32,1;3000;265;;1;;
26/2/2021;15:06:34;90;1,4;126;33,1;3125;245;;1;;
26/2/2021;15:06:35;90;1,3;117;33,5;3000;274;;1;;
26/2/2021;15:06:36;90;1,4;126;33,1;3225;239;;1;;
26/2/2021;15:06:37;90;1,2;108;32,3;3195;246;;1;;
26/2/2021;15:06:38;90;1,4;126;32,7;3185;247;;1;;
26/2/2021;15:06:39;90;1,3;117;32,8;3200;250;;1;;
26/2/2021;15:06:40;90;1,3;117;32,3;3200;249;;1;;
26/2/2021;15:06:41;90;1,2;108;32,7;3250;247;;1;;
26/2/2021;15:06:42;90;1,4;126;32,8;3200;245;;1;;
26/2/2021;15:06:43;90;1,3;117;32,8;3225;255;;1;;
26/2/2021;15:06:44;90;1,2;108;32,3;3195;265;;1;;
26/2/2021;15:06:45;90;1,4;126;32,7;3185;245;;1;;
26/2/2021;15:06:46;90;1,3;117;32,8;3200;274;;1;;
26/2/2021;15:06:47;90;1,4;126;32,3;3195;239;;1;;
26/2/2021;15:06:48;90;1,3;117;32,7;3190;246;;1;;
26/2/2021;15:06:49;90;1,4;126;32,8;3185;247;;1;;
26/2/2021;15:06:50;90;1,2;108;32,5;3195;250;;1;;
26/2/2021;15:06:51;90;1,4;126;33,1;3200;249;;1;;
26/2/2021;15:06:52;90;1,3;117;32,1;3225;247;;1;;
26/2/2021;15:06:53;90;1,2;108;33,1;3195;245;;1;;
26/2/2021;15:06:54;90;1,3;117;32,1;3185;255;;1;;
26/2/2021;15:06:55;90;1,3;117;33,1;3200;265;;1;;
26/2/2021;15:06:56;90;1,4;126;32,8;3195;245;;1;;
26/2/2021;15:06:57;90;1,2;108;32,8;3190;274;;1;;
26/2/2021;15:06:58;90;1,4;126;32,3;3200;250;;1;;
26/2/2021;15:06:59;90;1,2;108;32,7;3225;249;;1;;
26/2/2021;15:07:00;90;1,4;126;32,8;3195;247;;1;;
26/2/2021;15:07:01;90;1,3;117;32,3;3185;245;;1;;
26/2/2021;15:07:02;90;1,2;108;32,7;3200;255;;1;;
26/2/2021;15:07:03;90;1,3;117;32,8;3195;265;;1;;
26/2/2021;15:07:04;90;1,1;99;32,5;3190;245;;1;;
26/2/2021;15:07:05;90;1,4;126;33,1;3185;274;;1;;
26/2/2021;15:07:06;90;1,2;108;32,1;3195;239;;1;;
26/2/2021;15:07:07;90;1,4;126;33,1;3200;246;;1;;
26/2/2021;15:07:08;90;1,3;117;32,1;3225;247;;1;;
26/2/2021;15:07:09;90;1,2;108;33,1;3195;250;;1;;
26/2/2021;15:07:10;90;1,3;117;32,8;2900;249;;1;;
26/2/2021;15:07:11;90;1,3;117;31,8;2950;247;;1;;
26/2/2021;15:07:12;90;1,4;126;32,9;3000;245;;1;;
26/2/2021;15:07:13;90;1,2;108;31,9;3125;255;;1;;
26/2/2021;15:07:14;90;1,3;117;32,5;3000;265;;1;;
26/2/2021;15:07:15;90;1,4;126;33,1;3100;245;;1;;
26/2/2021;15:07:16;90;1,3;117;32,1;2950;274;;1;;
26/2/2021;15:07:17;90;1,4;126;32,7;3000;239;;1;;
26/2/2021;15:07:18;90;1,2;108;32,3;2925;246;;1;;
26/2/2021;15:07:19;90;1,4;126;31,7;3000;247;;1;;
26/2/2021;15:07:20;90;1,3;117;31,8;3125;250;;1;;
26/2/2021;15:07:21;90;1,4;126;31,9;3000;249;;1;;
26/2/2021;15:07:22;90;1,3;117;32,5;3100;247;;1;;
26/2/2021;15:07:23;90;1,2;108;32,7;2950;245;;1;;
26/2/2021;15:07:24;90;1,4;126;32,8;3000;250;;1;;
26/2/2021;15:07:25;90;1,3;117;31,8;2950;249;;1;;
26/2/2021;15:07:26;90;1,4;126;32,9;3000;247;;1;;
26/2/2021;15:07:27;90;1,3;117;32,5;3125;245;;1;;
26/2/2021;15:07:28;90;1,4;126;32,7;3000;255;;1;;
26/2/2021;15:07:29;90;1,2;108;32,8;3100;265;;1;;
26/2/2021;15:07:30;90;1,4;126;31,8;2950;245;;1;;
26/2/2021;15:07:31;90;1,3;117;32,9;3000;274;;1;;
26/2/2021;15:07:32;90;1,2;108;31,9;2925;239;;1;;
26/2/2021;15:07:33;90;1,3;117;32,5;3000;246;;1;;
26/2/2021;15:07:34;90;1,3;117;33,1;2900;247;;1;;
26/2/2021;15:07:35;90;1,4;126;32,1;2950;250;;1;;
26/2/2021;15:07:36;90;1,2;108;32,7;3000;249;;1;;
26/2/2021;15:07:37;90;1,4;126;32,3;3125;247;;1;;
26/2/2021;15:07:38;90;1,2;108;33,5;3000;245;;1;;
26/2/2021;15:07:39;90;1,4;126;33,1;3100;255;;1;;
26/2/2021;15:07:40;90;1,3;117;32,3;2950;265;;1;;
26/2/2021;15:07:41;90;1,2;108;32,7;3000;245;;1;;
26/2/2021;15:07:42;90;1,3;117;32,8;2925;274;;1;;
26/2/2021;15:07:43;90;1,1;99;32,3;3000;239;;1;;
26/2/2021;15:07:44;90;1,4;126;32,7;3125;246;;1;;
26/2/2021;15:07:45;90;1,2;108;32,8;3000;247;;1;;
26/2/2021;15:07:46;90;1,4;126;32,3;3100;250;;1;;
26/2/2021;15:07:47;90;1,3;117;32,7;2950;249;;1;;
26/2/2021;15:07:48;90;1,2;108;32,8;3000;247;;1;;
26/2/2021;15:07:49;90;1,3;117;32,5;2950;245;;1;;
26/2/2021;15:07:50;90;1,3;117;33,1;3000;255;;1;;
26/2/2021;15:07:51;90;1,4;126;32,1;3125;265;;1;;
26/2/2021;15:07:52;90;1,2;108;32,7;3000;245;;1;;
26/2/2021;15:07:53;90;1,3;117;33,5;3100;274;;1;;
26/2/2021;15:07:54;90;1,4;126;33,1;2950;239;;1;;
26/2/2021;15:07:55;90;1,3;117;32,3;3000;246;;1;;
26/2/2021;15:07:56;90;1,4;126;32,7;3195;247;;1;;
26/2/2021;15:07:57;90;1,2;108;32,8;3190;250;;1;;
26/2/2021;15:07:58;90;1,4;126;32,3;3185;249;;1;;
26/2/2021;15:07:59;90;1,3;117;32,7;3195;247;;1;;
26/2/2021;15:08:00;90;1,2;108;32,8;3200;245;;1;;
26/2/2021;15:08:01;90;1,3;117;32,3;2900;255;;1;;
26/2/2021;15:08:02;90;1,3;117;32,7;2950;265;;1;;
26/2/2021;15:08:03;90;1,4;126;32,8;3000;245;;1;;
26/2/2021;15:08:04;90;1,2;108;32,5;3125;274;;1;;
26/2/2021;15:08:05;90;1,4;126;33,1;3000;250;;1;;
26/2/2021;15:08:06;90;1,2;108;32,1;3100;249;;1;;
26/2/2021;15:08:07;90;1,4;126;32,9;2950;247;;1;;
26/2/2021;15:08:08;90;1,3;117;31,9;3000;245;;1;;
26/2/2021;15:08:09;90;1,2;108;32,5;2925;255;;1;;
26/2/2021;15:08:10;90;1,3;117;33,1;3000;265;;1;;
26/2/2021;15:08:11;90;1,2;108;32,1;3125;245;;1;;
26/2/2021;15:08:12;90;1,4;126;32,7;3000;274;;1;;
26/2/2021;15:08:13;90;1,3;117;32,3;3100;239;;1;;
26/2/2021;15:08:14;90;1,2;108;31,7;2950;246;;1;;
26/2/2021;15:08:15;90;1,4;126;33,5;3000;247;;1;;
26/2/2021;15:08:16;90;1,3;117;33,1;2950;250;;1;;
26/2/2021;15:08:17;90;1,4;126;32,3;3000;249;;1;;
26/2/2021;15:08:18;90;1,3;117;32,7;3125;247;;1;;
26/2/2021;15:08:19;90;1,4;126;32,8;3000;245;;1;;
26/2/2021;15:08:20;90;1,2;108;32,3;3100;255;;1;;
26/2/2021;15:08:21;90;1,4;126;32,7;2950;265;;1;;
26/2/2021;15:08:22;90;1,3;117;32,8;3000;245;;1;;
26/2/2021;15:08:23;90;1,2;108;32,3;3195;274;;1;;
26/2/2021;15:08:24;90;1,3;117;32,7;2900;239;;1;;
26/2/2021;15:08:25;90;1,3;117;32,8;2950;250;;1;;
26/2/2021;15:08:26;90;1,4;126;32,5;3000;249;;1;;
26/2/2021;15:08:27;90;1,2;108;33,1;3125;247;;1;;
26/2/2021;15:08:28;90;1,4;126;32,1;3000;245;;1;;
26/2/2021;15:08:29;90;1,2;108;32,7;3100;255;;1;;
26/2/2021;15:08:30;90;1,4;126;33,5;2950;265;;1;;
26/2/2021;15:08:31;90;1,3;117;33,1;3000;245;;1;;
26/2/2021;15:08:32;90;1,2;108;32,3;2925;274;;1;;
26/2/2021;15:08:33;90;1,3;117;32,7;3000;239;;1;;
26/2/2021;15:08:34;90;1,1;99;32,8;3125;246;;1;;
26/2/2021;15:08:35;90;1,4;126;32,3;3000;247;;1;;
26/2/2021;15:08:36;90;1,2;108;32,7;3100;250;;1;;
26/2/2021;15:08:37;90;1,4;126;32,8;2950;249;;1;;
26/2/2021;15:08:38;90;1,3;117;32,3;3000;247;;1;;
26/2/2021;15:08:39;90;1,2;108;32,7;2950;245;;1;;
26/2/2021;15:08:40;90;1,3;117;32,8;3000;255;;1;;
26/2/2021;15:08:41;90;1,3;117;32,5;3125;265;;1;;
26/2/2021;15:08:42;90;1,4;126;33,1;3000;245;;1;;
26/2/2021;15:08:43;90;1,2;108;32,1;3100;274;;1;;
26/2/2021;15:08:44;90;1,3;117;32,8;2950;239;;1;;
26/2/2021;15:08:45;90;1,4;126;31,8;3000;246;;1;;
26/2/2021;15:08:46;90;1,2;108;33,5;2925;247;;1;;
26/2/2021;15:08:47;90;1,1;99;33,1;3000;250;;1;;
26/2/2021;15:08:48;90;1,4;126;32,3;2900;249;;1;;
26/2/2021;15:08:49;90;1,3;117;32,7;2950;247;;1;;
26/2/2021;15:08:50;90;1,2;108;32,8;3000;245;;1;;
26/2/2021;15:08:51;90;1,4;126;32,3;3125;255;;1;;
26/2/2021;15:08:52;90;1,3;117;32,7;3000;265;;1;;
26/2/2021;15:08:53;90;1,4;126;32,8;3100;245;;1;;
26/2/2021;15:08:54;90;1,3;117;32,3;2950;274;;1;;
26/2/2021;15:08:55;90;1,4;126;32,7;3000;239;;1;;
26/2/2021;15:08:56;90;1,2;108;32,8;2925;246;;1;;
26/2/2021;15:08:57;90;1,4;126;32,5;3000;247;;1;;
26/2/2021;15:08:58;90;1,3;117;33,1;3125;250;;1;;
26/2/2021;15:08:59;90;1,2;108;32,1;3000;249;;1;;
26/2/2021;15:09:00;90;1,3;117;32,7;3100;247;;1;;
26/2/2021;15:09:01;90;1,3;117;33,5;2950;245;;1;;
26/2/2021;15:09:02;90;1,4;126;33,1;3000;255;;1;;
26/2/2021;15:09:03;90;1,2;108;32,3;2950;265;;1;;
26/2/2021;15:09:04;90;1,4;126;32,7;3000;245;;1;;
26/2/2021;15:09:05;90;1,2;108;32,8;3125;274;;1;;
26/2/2021;15:09:06;90;1,4;126;32,3;3000;250;;1;;
26/2/2021;15:09:07;90;1,3;117;32,7;3100;249;;1;;
26/2/2021;15:09:08;90;1,2;108;32,8;2950;247;;1;;
26/2/2021;15:09:09;90;1,3;117;32,3;3000;245;;1;;
26/2/2021;15:09:10;90;1,1;99;32,7;3195;255;;1;;
26/2/2021;15:09:11;90;1,4;126;32,8;3190;265;;1;;
26/2/2021;15:09:12;90;1,2;108;32,5;3185;245;;1;;
26/2/2021;15:09:13;90;1,4;126;33,1;3195;274;;1;;
26/2/2021;15:09:14;90;1,3;117;32,1;3200;239;;1;;
26/2/2021;15:09:15;90;1,2;108;32,1;2900;246;;1;;
26/2/2021;15:09:16;90;1,3;117;32,7;2950;247;;1;;
26/2/2021;15:09:17;90;1,3;117;32,3;3000;250;;1;;
26/2/2021;15:09:18;90;1,4;126;33,5;3125;249;;1;;
26/2/2021;15:09:19;90;1,2;108;33,1;3000;247;;1;;
26/2/2021;15:09:20;90;1,3;117;32,3;3100;245;;1;;
26/2/2021;15:09:21;90;1,4;126;32,7;2950;255;;1;;
26/2/2021;15:09:22;90;1,3;117;32,8;3000;265;;1;;
26/2/2021;15:09:23;90;1,4;126;32,3;2925;245;;1;;
26/2/2021;15:09:24;90;1,2;108;32,7;3000;274;;1;;
26/2/2021;15:09:25;90;1,4;126;32,8;3125;239;;1;;
26/2/2021;15:09:26;90;1,3;117;32,3;3000;246;;1;;
26/2/2021;15:09:27;90;1,2;108;32,7;3100;247;;1;;
26/2/2021;15:09:28;90;1,3;117;32,8;2950;250;;1;;
26/2/2021;15:09:29;90;1,3;117;32,5;3000;249;;1;;
26/2/2021;15:09:30;90;1,4;126;33,1;2950;247;;1;;
26/2/2021;15:09:31;90;1,2;108;32,1;3000;245;;1;;
26/2/2021;15:09:32;90;1,4;126;32,7;3125;255;;1;;
26/2/2021;15:09:33;90;1,2;108;33,5;3000;265;;1;;
26/2/2021;15:09:34;90;1,4;126;33,1;3100;245;;1;;
26/2/2021;15:09:35;90;1,3;117;32,3;2950;274;;1;;
26/2/2021;15:09:36;90;1,2;108;32,7;3000;239;;1;;
26/2/2021;15:09:37;90;1,3;117;32,8;3225;246;;1;;
26/2/2021;15:09:38;90;1,2;108;32,3;3195;247;;1;;
26/2/2021;15:09:39;90;1,4;126;32,7;3185;250;;1;;
26/2/2021;15:09:40;90;1,3;117;32,8;3200;249;;1;;
26/2/2021;15:09:41;90;1,2;108;32,3;3195;247;;1;;
26/2/2021;15:09:42;90;1,4;126;32,7;3190;245;;1;;
26/2/2021;15:09:43;90;1,3;117;32,8;3200;255;;1;;
26/2/2021;15:09:44;90;1,4;126;32,5;3225;265;;1;;
26/2/2021;15:09:45;90;1,3;117;33,1;3195;245;;1;;
26/2/2021;15:09:46;90;1,4;126;32,1;3185;274;;1;;
26/2/2021;15:09:47;90;1,2;108;32,5;3200;239;;1;;
26/2/2021;15:09:48;90;1,4;126;32,7;3195;246;;1;;
26/2/2021;15:09:49;90;1,3;117;32,8;3190;247;;1;;
26/2/2021;15:09:50;90;1,2;108;33,5;3185;250;;1;;
26/2/2021;15:09:51;90;1,3;117;33,1;3195;249;;1;;
26/2/2021;15:09:52;90;1,3;117;32,3;3200;247;;1;;
26/2/2021;15:09:53;90;1,4;126;32,7;3225;245;;1;;
26/2/2021;15:09:54;90;1,2;108;32,8;3195;255;;1;;
26/2/2021;15:09:55;90;1,4;126;32,3;3200;265;;1;;
26/2/2021;15:09:56;90;1,2;108;32,7;3195;245;;1;;
26/2/2021;15:09:57;90;1,4;126;32,8;3190;274;;1;;
26/2/2021;15:09:58;90;1,3;117;32,3;3185;239;;1;;
26/2/2021;15:09:59;90;1,2;108;32,7;3195;246;;1;;
26/2/2021;15:10:00;90;1,3;117;32,8;3200;247;;1;;
26/2/2021;15:10:01;90;1,1;99;32,5;3225;250;;1;;
26/2/2021;15:10:02;90;1,4;126;33,1;3195;249;;1;;
26/2/2021;15:10:03;90;1,2;108;32,1;3185;247;;1;;
26/2/2021;15:10:04;90;1,4;126;32,7;3200;245;;1;;
26/2/2021;15:10:05;90;1,3;117;33,5;3195;255;;1;;
26/2/2021;15:10:06;90;1,2;108;33,1;3190;265;;1;;
26/2/2021;15:10:07;90;1,3;117;32,3;3200;245;;1;;
26/2/2021;15:10:08;90;1,3;117;32,7;3225;274;;1;;
26/2/2021;15:10:09;90;1,4;126;32,8;3195;239;;1;;
26/2/2021;15:10:10;90;1,2;108;32,3;3185;246;;1;;
26/2/2021;15:10:11;90;1,3;117;32,7;3200;247;;1;;
26/2/2021;15:10:12;90;1,4;126;32,8;3200;250;;1;;
26/2/2021;15:10:13;90;1,3;117;32,3;3250;249;;1;;
26/2/2021;15:10:14;90;1,4;126;32,7;3200;247;;1;;
26/2/2021;15:10:15;90;1,4;126;32,8;2950;245;;1;;
26/2/2021;15:10:16;90;1,3;117;32,5;3000;255;;1;;
26/2/2021;15:10:17;90;1,2;108;33,1;3125;265;;1;;
26/2/2021;15:10:18;90;1,4;126;32,1;3000;245;;1;;
26/2/2021;15:10:19;90;1,3;117;33,1;3100;274;;1;;
26/2/2021;15:10:20;90;1,4;126;32,1;2950;250;;1;;
26/2/2021;15:10:21;90;1,3;117;32,7;3000;249;;1;;
26/2/2021;15:10:22;90;1,4;126;32,3;2925;247;;1;;
26/2/2021;15:10:23;90;1,2;108;31,7;3000;245;;1;;
26/2/2021;15:10:24;90;1,4;126;31,8;3125;255;;1;;
26/2/2021;15:10:25;90;1,3;117;31,9;3000;265;;1;;
26/2/2021;15:10:26;90;1,2;108;32,5;3100;245;;1;;
26/2/2021;15:10:27;90;1,3;117;32,7;2950;274;;1;;
26/2/2021;15:10:28;90;1,3;117;32,8;3000;239;;1;;
26/2/2021;15:10:29;90;1,4;126;33,5;2950;246;;1;;
26/2/2021;15:10:30;90;1,2;108;33,1;3000;247;;1;;
26/2/2021;15:10:31;90;1,4;126;32,3;3125;250;;1;;
26/2/2021;15:10:32;90;1,2;108;32,7;3000;249;;1;;
26/2/2021;15:10:33;90;1,4;126;32,8;3100;247;;1;;
26/2/2021;15:10:34;90;1,3;117;32,3;2950;245;;1;;
26/2/2021;15:10:35;90;1,2;108;32,7;3000;255;;1;;
26/2/2021;15:10:36;90;1,3;117;32,8;2925;265;;1;;
26/2/2021;15:10:37;90;1,1;99;32,3;3000;245;;1;;
26/2/2021;15:10:38;90;1,4;126;32,7;2900;274;;1;;
26/2/2021;15:10:39;90;1,2;108;32,8;2950;239;;1;;
26/2/2021;15:10:40;90;1,4;126;32,5;3000;246;;1;;
26/2/2021;15:10:41;90;1,3;117;33,1;3125;247;;1;;
26/2/2021;15:10:42;90;1,2;108;32,1;3000;250;;1;;
26/2/2021;15:10:43;90;1,3;117;32,7;3100;249;;1;;
26/2/2021;15:10:44;90;1,3;117;33,5;2950;247;;1;;
26/2/2021;15:10:45;90;1,4;126;33,1;3000;245;;1;;
26/2/2021;15:10:46;90;1,2;108;32,3;2925;255;;1;;
26/2/2021;15:10:47;90;1,3;117;32,7;3000;265;;1;;
26/2/2021;15:10:48;90;1,4;126;32,8;3125;245;;1;;
26/2/2021;15:10:49;90;1,3;117;32,3;3000;274;;1;;
26/2/2021;15:10:50;90;1,4;126;32,7;3100;239;;1;;
26/2/2021;15:10:51;90;1,2;108;32,8;2950;246;;1;;
26/2/2021;15:10:52;90;1,4;126;32,3;3000;247;;1;;
26/2/2021;15:10:53;90;1,3;117;32,7;2950;250;;1;;
26/2/2021;15:10:54;90;1,2;108;32,8;3000;249;;1;;
26/2/2021;15:10:55;90;1,3;117;32,5;3125;247;;1;;
26/2/2021;15:10:56;90;1,3;117;33,1;3000;245;;1;;
26/2/2021;15:10:57;90;1,4;126;32,1;3100;255;;1;;
26/2/2021;15:10:58;90;1,2;108;32,8;2950;265;;1;;
26/2/2021;15:10:59;90;1,4;126;32,8;3000;245;;1;;
26/2/2021;15:11:00;90;1,2;108;32,3;3195;274;;1;;
26/2/2021;15:11:01;90;1,4;126;32,7;3190;221;;1;;
26/2/2021;15:11:02;90;1,3;117;32,8;3185;225;;1;;
26/2/2021;15:11:03;90;1,2;108;32,5;3195;250;;1;;
26/2/2021;15:11:04;90;1,3;117;33,1;3200;249;;1;;
26/2/2021;15:11:05;90;1,2;108;32,1;2900;247;;1;;
26/2/2021;15:11:06;90;1,4;126;33,1;2950;245;;1;;
26/2/2021;15:11:07;90;1,3;117;32,1;3000;255;;1;;
26/2/2021;15:11:08;90;1,2;108;33,1;3125;265;;1;;
26/2/2021;15:11:09;90;1,4;126;31,8;3000;245;;1;;
26/2/2021;15:11:10;90;1,3;117;31,9;3100;274;;1;;
26/2/2021;15:11:11;90;1,4;126;32,5;2950;239;;1;;
26/2/2021;15:11:12;90;1,3;117;32,7;3000;246;;1;;
26/2/2021;15:11:13;90;1,4;126;32,8;2925;247;;1;;
26/2/2021;15:11:14;90;1,2;108;33,5;3000;250;;1;;
26/2/2021;15:11:15;90;1,4;126;33,1;3125;249;;1;;
26/2/2021;15:11:16;90;1,3;117;32,3;3000;247;;1;;
26/2/2021;15:11:17;90;1,2;108;32,7;3100;245;;1;;
26/2/2021;15:11:18;90;1,3;117;32,8;2950;255;;1;;
26/2/2021;15:11:19;90;1,3;117;32,3;3000;265;;1;;
26/2/2021;15:11:20;90;1,4;126;32,7;2950;245;;1;;
26/2/2021;15:11:21;90;1,2;108;32,8;3000;274;;1;;
26/2/2021;15:11:22;90;1,4;126;32,3;3125;239;;1;;
26/2/2021;15:11:23;90;1,2;108;32,7;3000;246;;1;;
26/2/2021;15:11:24;90;1,4;126;32,8;3100;247;;1;;
26/2/2021;15:11:25;90;1,3;117;32,5;2950;250;;1;;
26/2/2021;15:11:26;90;1,2;108;33,1;3000;249;;1;;
26/2/2021;15:11:27;90;1,3;117;32,1;3195;247;;1;;
26/2/2021;15:11:28;90;1,1;99;32,7;2900;245;;1;;
26/2/2021;15:11:29;90;1,4;126;33,5;2950;255;;1;;
26/2/2021;15:11:30;90;1,2;108;33,1;3000;265;;1;;
26/2/2021;15:11:31;90;1,4;126;32,3;3125;245;;1;;
26/2/2021;15:11:32;90;1,3;117;32,7;3000;274;;1;;
26/2/2021;15:11:33;90;1,2;108;32,8;3100;239;;1;;
26/2/2021;15:11:34;90;1,3;117;32,3;2950;246;;1;;
26/2/2021;15:11:35;90;1,3;117;32,7;3000;247;;1;;
26/2/2021;15:11:36;90;1,4;126;32,8;2925;250;;1;;
26/2/2021;15:11:37;90;1,2;108;32,3;3000;249;;1;;
26/2/2021;15:11:38;90;1,3;117;32,7;3125;247;;1;;
26/2/2021;15:11:39;90;1,4;126;32,8;3000;245;;1;;
26/2/2021;15:11:40;90;1,3;117;32,5;3100;255;;1;;
26/2/2021;15:11:41;90;1,4;126;33,1;2950;265;;1;;
26/2/2021;15:11:42;90;1,2;108;32,1;3000;245;;1;;
26/2/2021;15:11:43;90;1,4;126;32,8;2950;274;;1;;
26/2/2021;15:11:44;90;1,3;117;32,3;3000;250;;1;;
26/2/2021;15:11:45;90;1,3;117;32,7;3125;249;;1;;
26/2/2021;15:11:46;90;1,2;108;32,8;3000;247;;1;;
26/2/2021;15:11:47;90;1,4;126;32,5;3100;245;;1;;
26/2/2021;15:11:48;90;1,3;117;33,1;2950;255;;1;;
26/2/2021;15:11:49;90;1,2;108;32,1;3000;265;;1;;
26/2/2021;15:11:50;90;1,4;126;32,9;2925;245;;1;;
26/2/2021;15:11:51;90;1,3;117;31,9;3000;274;;1;;
26/2/2021;15:11:52;90;1,4;126;32,5;2900;239;;1;;
26/2/2021;15:11:53;90;1,3;117;33,1;2950;246;;1;;
26/2/2021;15:11:54;90;1,4;126;32,1;3000;247;;1;;
26/2/2021;15:11:55;90;1,2;108;32,7;3125;250;;1;;
26/2/2021;15:11:56;90;1,4;126;33,5;3000;249;;1;;
26/2/2021;15:11:57;90;1,3;117;33,1;3185;247;;1;;
26/2/2021;15:11:58;90;1,2;108;32,3;3195;245;;1;;
26/2/2021;15:11:59;90;1,3;117;32,7;3200;255;;1;;
26/2/2021;15:12:00;90;1,3;117;32,8;3225;265;;1;;
26/2/2021;15:12:01;90;1,4;126;32,3;3195;245;;1;;
26/2/2021;15:12:02;90;1,2;108;32,7;3195;274;;1;;
26/2/2021;15:12:03;90;1,4;126;32,8;3190;239;;1;;
26/2/2021;15:12:04;90;1,2;108;32,3;3185;246;;1;;
26/2/2021;15:12:05;90;1,4;126;32,7;3195;247;;1;;
26/2/2021;15:12:06;90;1,3;117;32,8;3200;250;;1;;
26/2/2021;15:12:07;90;1,2;108;32,5;3225;249;;1;;
26/2/2021;15:12:08;90;1,3;117;33,1;3195;247;;1;;
26/2/2021;15:12:09;90;1,1;99;32,1;3185;245;;1;;
26/2/2021;15:12:10;90;1,4;126;32,5;3200;250;;1;;
26/2/2021;15:12:11;90;1,2;108;33,1;3195;249;;1;;
26/2/2021;15:12:12;90;1,4;126;32,1;3190;247;;1;;
26/2/2021;15:12:13;90;1,3;117;32,1;3200;245;;1;;
26/2/2021;15:12:14;90;1,2;108;32,7;3225;255;;1;;
26/2/2021;15:12:15;90;1,3;117;32,3;3195;265;;1;;
26/2/2021;15:12:16;90;1,3;117;31,7;3185;245;;1;;
26/2/2021;15:12:17;90;1,4;126;31,8;3200;274;;1;;
26/2/2021;15:12:18;90;1,2;108;31,9;3195;239;;1;;
26/2/2021;15:12:19;90;1,3;117;32,5;2900;246;;1;;
26/2/2021;15:12:20;90;1,4;126;32,7;2950;247;;1;;
26/2/2021;15:12:21;90;1,3;117;33,5;3000;250;;1;;
26/2/2021;15:12:22;90;1,4;126;33,1;3125;249;;1;;
26/2/2021;15:12:23;90;1,2;108;32,3;3000;247;;1;;
26/2/2021;15:12:24;90;1,4;126;32,7;3100;245;;1;;
26/2/2021;15:12:25;90;1,3;117;32,8;2950;255;;1;;
26/2/2021;15:12:26;90;1,4;126;32,3;3000;265;;1;;
26/2/2021;15:12:27;90;1,3;117;32,7;2925;245;;1;;
26/2/2021;15:12:28;90;1,2;108;32,8;3000;274;;1;;
26/2/2021;15:12:29;90;1,4;126;32,3;3125;239;;1;;
26/2/2021;15:12:30;90;1,3;117;32,7;3000;246;;1;;
26/2/2021;15:12:31;90;1,4;126;32,8;3100;247;;1;;
26/2/2021;15:12:32;90;1,3;117;32,5;2950;250;;1;;
26/2/2021;15:12:33;90;1,4;126;33,1;3000;249;;1;;
26/2/2021;15:12:34;90;1,2;108;32,1;2950;247;;1;;
26/2/2021;15:12:35;90;1,4;126;32,9;3000;245;;1;;
26/2/2021;15:12:36;90;1,3;117;31,9;3125;255;;1;;
26/2/2021;15:12:37;90;1,2;108;32,5;3000;265;;1;;
26/2/2021;15:12:38;90;1,3;117;33,1;3100;245;;1;;
26/2/2021;15:12:39;90;1,3;117;32,1;2950;274;;1;;
26/2/2021;15:12:40;90;1,4;126;33,1;3000;239;;1;;
26/2/2021;15:12:41;90;1,2;108;33,5;2925;246;;1;;
26/2/2021;15:12:42;90;1,4;126;33,1;3000;247;;1;;
26/2/2021;15:12:43;90;1,2;108;32,3;2900;250;;1;;
26/2/2021;15:12:44;90;1,4;126;32,7;2950;249;;1;;
26/2/2021;15:12:45;90;1,3;117;32,8;3000;247;;1;;
26/2/2021;15:12:46;90;1,2;108;32,3;3125;245;;1;;
26/2/2021;15:12:47;90;1,3;117;32,7;3000;255;;1;;
26/2/2021;15:12:48;90;1,1;99;32,8;3100;265;;1;;
26/2/2021;15:12:49;90;1,4;126;32,3;2950;245;;1;;
26/2/2021;15:12:50;90;1,2;108;32,7;3000;274;;1;;
26/2/2021;15:12:51;90;1,4;126;32,8;2925;250;;1;;
26/2/2021;15:12:52;90;1,3;117;32,5;3000;249;;1;;
26/2/2021;15:12:53;90;1,2;108;33,1;3125;247;;1;;
26/2/2021;15:12:54;90;1,3;117;32,1;3000;245;;1;;
26/2/2021;15:12:55;90;1,3;117;33,1;3100;255;;1;;
26/2/2021;15:12:56;90;1,4;126;32,1;2950;265;;1;;
26/2/2021;15:12:57;90;1,2;108;33,1;3000;245;;1;;
26/2/2021;15:12:58;90;1,3;117;33,5;2950;274;;1;;
26/2/2021;15:12:59;90;1,4;126;33,1;3000;239;;1;;
26/2/2021;15:13:00;90;1,3;117;32,3;3125;246;;1;;
26/2/2021;15:13:01;90;1,4;126;32,7;3000;247;;1;;
26/2/2021;15:13:02;90;1,2;108;32,8;3100;250;;1;;
26/2/2021;15:13:03;90;1,4;126;32,3;2950;249;;1;;
26/2/2021;15:13:04;90;1,3;117;32,7;3000;247;;1;;
26/2/2021;15:13:05;90;1,2;108;32,8;3195;245;;1;;
26/2/2021;15:13:06;90;1,3;117;32,8;3190;255;;1;;
26/2/2021;15:13:07;90;1,3;117;32,3;3185;265;;1;;
