#NUM;$FECHA;$HORA;$RPM;$CORR;$TEMP;$VIB;;
633;22/12/2020;11:10:32;2800;0,89;29,1;0,08;;
634;22/12/2020;11:10:33;2925;0,89;29,3;0,05;;
635;22/12/2020;11:10:34;2900;0,89;29,3;0,04;;
636;22/12/2020;11:10:35;2800;0,89;29,5;0,05;;
637;22/12/2020;11:10:36;2750;0,89;29,3;0,07;;
638;22/12/2020;11:10:37;2900;0,89;29,3;0,04;;
639;22/12/2020;11:10:38;2850;0,88;29,5;0,03;;
640;22/12/2020;11:10:39;2950;0,89;29,3;0,02;;
641;22/12/2020;11:10:40;3000;0,87;29,1;0,05;;
642;22/12/2020;11:10:41;2950;0,89;29,1;0,05;;
643;22/12/2020;11:10:42;2850;0,89;29,3;0,09;;
644;22/12/2020;11:10:43;2800;0,87;29,1;0,11;;
645;22/12/2020;11:10:44;2925;0,89;29,3;0,07;;
646;22/12/2020;11:10:45;3000;0,87;29,3;0,07;;
647;22/12/2020;11:10:46;2900;0,87;29,5;0,09;;
648;22/12/2020;11:10:47;2925;0,87;29,3;0,04;;
649;22/12/2020;11:10:48;3000;0,87;28,3;0,07;;
650;22/12/2020;11:10:49;2800;0,87;28,1;0,05;;
651;22/12/2020;11:10:50;2925;0,87;28,3;0,07;;
652;22/12/2020;11:10:51;2900;0,87;28,5;0,11;;
653;22/12/2020;11:10:52;2800;0,87;29,3;0,08;;
654;22/12/2020;11:10:53;2750;0,87;29,1;0,05;;
655;22/12/2020;11:10:54;2900;0,87;29,3;0,03;;
656;22/12/2020;11:10:55;2850;0,87;28,9;0,4;;
657;22/12/2020;11:10:56;2800;0,87;29,1;0,02;;
658;22/12/2020;11:10:57;2925;0,87;29,3;0,03;;
659;22/12/2020;11:10:58;2900;0,87;29,3;0,04;;
660;22/12/2020;11:10:59;2850;0,87;29,5;0,03;;
661;22/12/2020;11:11:00;2800;0,87;29,3;0,03;;
662;22/12/2020;11:11:01;2925;0,87;29,3;0,03;;
663;22/12/2020;11:11:02;2850;0,83;29,5;0,02;;
664;22/12/2020;11:11:03;2950;0,82;29,3;0,03;;
665;22/12/2020;11:11:04;2900;0,82;29,1;0,11;;
666;22/12/2020;11:11:05;2750;0,82;29,1;0,03;;
667;22/12/2020;11:11:06;2900;0,83;29,3;0,04;;
668;22/12/2020;11:11:07;2850;0,83;29,1;0,03;;
669;22/12/2020;11:11:08;2950;0,83;29,3;0,03;;
670;22/12/2020;11:11:09;3000;0,82;29,3;0,03;;
671;22/12/2020;11:11:10;2950;0,83;29,5;0,02;;
672;22/12/2020;11:11:11;2850;0,83;29,3;0,03;;
673;22/12/2020;11:11:12;2800;0,83;29,5;0,02;;
674;22/12/2020;11:11:13;2925;0,87;29,3;0,03;;
675;22/12/2020;11:11:14;3000;0,87;29,1;0,05;;
676;22/12/2020;11:11:15;2900;0,89;29,1;0,09;;
677;22/12/2020;11:11:16;2925;0,89;29,3;0,2;;
678;22/12/2020;11:11:17;3000;0,89;29,1;0,08;;
679;22/12/2020;11:11:18;2800;0,89;29,3;0,05;;
680;22/12/2020;11:11:19;2925;0,89;29,3;0,04;;
681;22/12/2020;11:11:20;2900;0,89;29,5;0,05;;
682;22/12/2020;11:11:21;2800;0,88;29,3;0,07;;
683;22/12/2020;11:11:22;2925;0,89;29,5;0,04;;
684;22/12/2020;11:11:23;3000;0,87;29,3;0,03;;
685;22/12/2020;11:11:24;2900;0,89;28,3;0,02;;
686;22/12/2020;11:11:25;2925;0,89;28,1;0,05;;
687;22/12/2020;11:11:26;3000;0,87;28,3;0,05;;
688;22/12/2020;11:11:27;2800;0,89;28,3;0,09;;
689;22/12/2020;11:11:28;2925;0,87;28,3;0,11;;
690;22/12/2020;11:11:29;2900;0,87;28,3;0,07;;
691;22/12/2020;11:11:30;2800;0,87;28,5;0,07;;
692;22/12/2020;11:11:31;2750;0,87;28,1;0,05;;
693;22/12/2020;11:11:32;2900;0,87;28,3;0,07;;
694;22/12/2020;11:11:33;2850;0,87;28,5;0,11;;
695;22/12/2020;11:11:34;2800;0,87;29,3;0,08;;
696;22/12/2020;11:11:35;2925;0,87;29,1;0,05;;
697;22/12/2020;11:11:36;2850;0,87;29,3;0,03;;
698;22/12/2020;11:11:37;2950;0,87;29,3;0,4;;
699;22/12/2020;11:11:38;2900;0,87;28,3;0,02;;
700;22/12/2020;11:11:39;2750;0,87;28,5;0,03;;
701;22/12/2020;11:11:40;2900;0,87;29,3;0,04;;
702;22/12/2020;11:11:41;2850;0,87;29,1;0,03;;
703;22/12/2020;11:11:42;2950;0,87;29,3;0,03;;
704;22/12/2020;11:11:43;3000;0,87;28,9;0,03;;
705;22/12/2020;11:11:44;2950;0,87;29,1;0,02;;
706;22/12/2020;11:11:45;2850;0,82;29,3;0,03;;
707;22/12/2020;11:11:46;2800;0,82;29,3;0,11;;
708;22/12/2020;11:11:47;2925;0,82;29,5;0,03;;
709;22/12/2020;11:11:48;3000;0,82;29,3;0,04;;
710;22/12/2020;11:11:49;2900;0,83;29,3;0,03;;
711;22/12/2020;11:11:50;2925;0,83;29,5;0,03;;
712;22/12/2020;11:11:51;3000;0,83;29,3;0,03;;
713;22/12/2020;11:11:52;2800;0,83;29,1;0,02;;
714;22/12/2020;11:11:53;2925;0,83;29,1;0,03;;
715;22/12/2020;11:11:54;2900;0,82;29,3;0,02;;
716;22/12/2020;11:11:55;2800;0,82;29,1;0,03;;
717;22/12/2020;11:11:56;2750;0,82;29,3;0,05;;
718;22/12/2020;11:11:57;2900;0,83;29,3;0,09;;
719;22/12/2020;11:11:58;2850;0,83;29,5;0,2;;
720;22/12/2020;11:11:59;2800;0,83;29,3;0,08;;
721;22/12/2020;11:12:00;2925;0,83;29,5;0,05;;
722;22/12/2020;11:12:01;2850;0,83;29,3;0,04;;
723;22/12/2020;11:12:02;2950;0,83;29,1;0,05;;
724;22/12/2020;11:12:03;2900;0,82;29,1;0,07;;
725;22/12/2020;11:12:04;2750;0,82;29,3;0,04;;
726;22/12/2020;11:12:05;2900;0,82;29,1;0,03;;
727;22/12/2020;11:12:06;2850;0,83;29,3;0,02;;
728;22/12/2020;11:12:07;2950;0,83;29,3;0,05;;
729;22/12/2020;11:12:08;3000;0,83;29,5;0,05;;
730;22/12/2020;11:12:09;2950;0,82;29,3;0,09;;
731;22/12/2020;11:12:10;2850;0,83;29,5;0,11;;
732;22/12/2020;11:12:11;2800;0,83;29,3;0,07;;
733;22/12/2020;11:12:12;2925;0,83;28,3;0,09;;
734;22/12/2020;11:12:13;3000;0,87;28,1;0,11;;
735;22/12/2020;11:12:14;2900;0,82;28,3;0,07;;
736;22/12/2020;11:12:15;2925;0,82;28,3;0,07;;
737;22/12/2020;11:12:16;3000;0,82;28,3;0,05;;
738;22/12/2020;11:12:17;2800;0,83;28,3;0,07;;
739;22/12/2020;11:12:18;2925;0,83;28,5;0,11;;
740;22/12/2020;11:12:19;2900;0,83;28,1;0,08;;
741;22/12/2020;11:12:20;2800;0,82;28,3;0,05;;
742;22/12/2020;11:12:21;2750;0,83;28,5;0,03;;
743;22/12/2020;11:12:22;2900;0,83;29,3;0,4;;
744;22/12/2020;11:12:23;2850;0,83;29,1;0,02;;
745;22/12/2020;11:12:24;2800;0,83;29,3;0,03;;
746;22/12/2020;11:12:25;2925;0,83;29,3;0,04;;
747;22/12/2020;11:12:26;2850;0,83;26,6;0,03;;
748;22/12/2020;11:12:27;2950;0,82;28,3;0,03;;
749;22/12/2020;11:12:28;2900;0,82;28,1;0,03;;
750;22/12/2020;11:12:29;2900;0,82;28,5;0,02;;
751;22/12/2020;11:12:30;2925;0,83;28,3;0,03;;
752;22/12/2020;11:12:31;3000;0,83;28,1;0,11;;
753;22/12/2020;11:12:32;2800;0,83;28,3;0,03;;
754;22/12/2020;11:12:33;2925;0,82;28,5;0,04;;
755;22/12/2020;11:12:34;2900;0,83;29,3;0,03;;
756;22/12/2020;11:12:35;2800;0,83;29,1;0,03;;
757;22/12/2020;11:12:36;2750;0,83;29,3;0,03;;
758;22/12/2020;11:12:37;2900;0,87;28,9;0,02;;
759;22/12/2020;11:12:38;2850;0,82;29,1;0,03;;
760;22/12/2020;11:12:39;2900;0,82;29,3;0,02;;
761;22/12/2020;11:12:40;2850;0,82;29,3;0,03;;
762;22/12/2020;11:12:41;2800;0,83;29,5;0,05;;
763;22/12/2020;11:12:42;2925;0,83;29,3;0,09;;
764;22/12/2020;11:12:43;2850;0,83;29,3;0,2;;
765;22/12/2020;11:12:44;2950;0,83;29,5;0,08;;
766;22/12/2020;11:12:45;2900;0,83;29,3;0,05;;
767;22/12/2020;11:12:46;2750;0,87;29,1;0,04;;
768;22/12/2020;11:12:47;2900;0,82;29,1;0,05;;
769;22/12/2020;11:12:48;2850;0,82;29,3;0,07;;
770;22/12/2020;11:12:49;2950;0,82;29,1;0,04;;
771;22/12/2020;11:12:50;3000;0,83;29,3;0,03;;
772;22/12/2020;11:12:51;2950;0,83;29,3;0,02;;
773;22/12/2020;11:12:52;2850;0,83;29,5;0,05;;
774;22/12/2020;11:12:53;2800;0,82;29,3;0,05;;
775;22/12/2020;11:12:54;2925;0,83;29,5;0,09;;
776;22/12/2020;11:12:55;3000;0,83;29,3;0,11;;
777;22/12/2020;11:12:56;2900;0,83;29,1;0,07;;
778;22/12/2020;11:12:57;2925;0,83;29,1;0,07;;
779;22/12/2020;11:12:58;3000;0,83;29,3;0,05;;
780;22/12/2020;11:12:59;2800;0,83;29,1;0,07;;
781;22/12/2020;11:13:00;2925;0,82;29,3;0,09;;
782;22/12/2020;11:13:01;2900;0,83;29,3;0,11;;
783;22/12/2020;11:13:02;2850;0,83;29,5;0,03;;
784;22/12/2020;11:13:03;2800;0,83;29,3;0,04;;
785;22/12/2020;11:13:04;2925;0,83;29,5;0,05;;
786;22/12/2020;11:13:05;2850;0,83;29,3;0,07;;
787;22/12/2020;11:13:06;2950;0,83;28,3;0,04;;
788;22/12/2020;11:13:07;3000;0,82;28,1;0,03;;
789;22/12/2020;11:13:08;2950;0,82;28,3;0,02;;
790;22/12/2020;11:13:09;2800;0,82;28,3;0,05;;
791;22/12/2020;11:13:10;2925;0,83;28,3;0,05;;
792;22/12/2020;11:13:11;2900;0,83;28,3;0,09;;
793;22/12/2020;11:13:12;2800;0,83;28,5;0,11;;
794;22/12/2020;11:13:13;2750;0,82;28,1;0,07;;
795;22/12/2020;11:13:14;2900;0,83;28,3;0,09;;
796;22/12/2020;11:13:15;3000;0,83;28,5;0,04;;
797;22/12/2020;11:13:16;2950;0,83;29,3;0,07;;
798;22/12/2020;11:13:17;2800;0,87;29,1;0,05;;
799;22/12/2020;11:13:18;2925;0,82;29,3;0,07;;
800;22/12/2020;11:13:19;2900;0,82;29,3;0,11;;
801;22/12/2020;11:13:20;2800;0,82;28,3;0,08;;
802;22/12/2020;11:13:21;2750;0,83;28,5;0,05;;
803;22/12/2020;11:13:22;2900;0,83;29,3;0,03;;
804;22/12/2020;11:13:23;3000;0,83;29,1;0,4;;
805;22/12/2020;11:13:24;2925;0,83;29,3;0,02;;
806;22/12/2020;11:13:25;2900;0,83;28,9;0,03;;
807;22/12/2020;11:13:26;2800;0,87;29,1;0,04;;
808;22/12/2020;11:13:27;2750;0,82;29,3;0,03;;
809;22/12/2020;11:13:28;2900;0,82;29,3;0,03;;
810;22/12/2020;11:13:29;2850;0,82;29,5;0,03;;
811;22/12/2020;11:13:30;2800;0,83;29,3;0,02;;
812;22/12/2020;11:13:31;2925;0,83;29,3;0,07;;
813;22/12/2020;11:13:32;2850;0,83;29,5;0,02;;
814;22/12/2020;11:13:33;2950;0,83;29,3;0,05;;
815;22/12/2020;11:13:34;2900;0,83;29,1;0,02;;
816;22/12/2020;11:13:35;2750;0,83;29,1;0,02;;
817;22/12/2020;11:13:36;2900;0,87;29,3;0,03;;
818;22/12/2020;11:13:37;2850;0,82;29,1;0,03;;
819;22/12/2020;11:13:38;2950;0,82;29,3;0,03;;
820;22/12/2020;11:13:39;3000;0,82;29,3;0,04;;
821;22/12/2020;11:13:40;2950;0,83;29,5;0,06;;
822;22/12/2020;11:13:41;2850;0,83;29,3;0,03;;
823;22/12/2020;11:13:42;2800;0,82;29,5;0,11;;
824;22/12/2020;11:13:43;2925;0,83;29,3;0,03;;
825;22/12/2020;11:13:44;3000;0,83;29,1;0,04;;
826;22/12/2020;11:13:45;2900;0,83;29,1;0,03;;
827;22/12/2020;11:13:46;2925;0,83;29,3;0,03;;
828;22/12/2020;11:13:47;3000;0,83;29,1;0,03;;
829;22/12/2020;11:13:48;2800;0,83;29,3;0,02;;
830;22/12/2020;11:13:49;2925;0,82;29,3;0,03;;
831;22/12/2020;11:13:50;2900;0,82;29,5;0,02;;
832;22/12/2020;11:13:51;2800;0,82;29,3;0,03;;
833;22/12/2020;11:13:52;2750;0,83;29,5;0,05;;
834;22/12/2020;11:13:53;2800;0,83;29,3;0,09;;
835;22/12/2020;11:13:54;2750;0,83;28,3;0,2;;
836;22/12/2020;11:13:55;2900;0,82;28,1;0,08;;
837;22/12/2020;11:13:56;2850;0,83;28,3;0,05;;
838;22/12/2020;11:13:57;2800;0,83;28,3;0,04;;
839;22/12/2020;11:13:58;2925;0,83;28,3;0,05;;
840;22/12/2020;11:13:59;2850;0,87;28,3;0,07;;
841;22/12/2020;11:14:00;2950;0,82;28,5;0,04;;
842;22/12/2020;11:14:01;2900;0,82;28,1;0,03;;
843;22/12/2020;11:14:02;3000;0,82;28,3;0,02;;
844;22/12/2020;11:14:03;2950;0,83;28,5;0,05;;
845;22/12/2020;11:14:04;2850;0,83;29,3;0,05;;
846;22/12/2020;11:14:05;2800;0,83;29,1;0,09;;
847;22/12/2020;11:14:06;2925;0,83;29,3;0,11;;
848;22/12/2020;11:14:07;2850;0,83;29,3;0,07;;
849;22/12/2020;11:14:08;2950;0,87;28,9;0,09;;
850;22/12/2020;11:14:09;3000;0,82;29,1;0,04;;
851;22/12/2020;11:14:10;2950;0,82;29,3;0,07;;
852;22/12/2020;11:14:11;2800;0,82;29,3;0,05;;
853;22/12/2020;11:14:12;2925;0,83;29,5;0,07;;
854;22/12/2020;11:14:13;2900;0,83;29,3;0,11;;
855;22/12/2020;11:14:14;2800;0,83;29,3;0,08;;
856;22/12/2020;11:14:15;2750;0,82;29,5;0,05;;
857;22/12/2020;11:14:16;2900;0,83;29,3;0,03;;
858;22/12/2020;11:14:17;2850;0,83;29,1;0,4;;
859;22/12/2020;11:14:18;2950;0,83;29,1;0,02;;
860;22/12/2020;11:14:19;3000;0,83;29,3;0,03;;
861;22/12/2020;11:14:20;2950;0,83;29,1;0,04;;
862;22/12/2020;11:14:21;2850;0,83;29,3;0,03;;
863;22/12/2020;11:14:22;2800;0,82;29,3;0,03;;
864;22/12/2020;11:14:23;2925;0,83;29,5;0,03;;
865;22/12/2020;11:14:24;3000;0,83;29,3;0,02;;
866;22/12/2020;11:14:25;2900;0,83;29,5;0,03;;
867;22/12/2020;11:14:26;2925;0,83;29,3;0,11;;
868;22/12/2020;11:14:27;3000;0,83;29,1;0,03;;
869;22/12/2020;11:14:28;2800;0,83;29,1;0,04;;
870;22/12/2020;11:14:29;2925;0,82;29,3;0,03;;
871;22/12/2020;11:14:30;2900;0,82;29,1;0,03;;
872;22/12/2020;11:14:31;2800;0,82;29,3;0,03;;
873;22/12/2020;11:14:32;2750;0,83;29,3;0,02;;
874;22/12/2020;11:14:33;2900;0,83;29,5;0,03;;
875;22/12/2020;11:14:34;2850;0,83;29,3;0,02;;
876;22/12/2020;11:14:35;2800;0,82;29,5;0,03;;
877;22/12/2020;11:14:36;2925;0,83;29,3;0,05;;
878;22/12/2020;11:14:37;2850;0,83;28,3;0,09;;
879;22/12/2020;11:14:38;2950;0,83;28,1;0,2;;
880;22/12/2020;11:14:39;2900;0,87;28,3;0,08;;
881;22/12/2020;11:14:40;2750;0,82;28,3;0,05;;
882;22/12/2020;11:14:41;2900;0,82;28,3;0,04;;
883;22/12/2020;11:14:42;2850;0,82;28,3;0,05;;
884;22/12/2020;11:14:43;2950;0,83;28,5;0,07;;
885;22/12/2020;11:14:44;3000;0,83;28,1;0,04;;
886;22/12/2020;11:14:45;2950;0,83;28,3;0,03;;
887;22/12/2020;11:14:46;2850;0,83;28,5;0,02;;
888;22/12/2020;11:14:47;2800;0,83;29,3;0,05;;
889;22/12/2020;11:14:48;2925;0,87;29,1;0,05;;
890;22/12/2020;11:14:49;3000;0,82;29,3;0,09;;
891;22/12/2020;11:14:50;2900;0,82;29,3;0,11;;
892;22/12/2020;11:14:51;2925;0,82;28,3;0,07;;
893;22/12/2020;11:14:52;3000;0,83;28,5;0,07;;
894;22/12/2020;11:14:53;2800;0,83;29,3;0,05;;
895;22/12/2020;11:14:54;2925;0,83;29,1;0,07;;
896;22/12/2020;11:14:55;2900;0,83;29,3;0,11;;
897;22/12/2020;11:14:56;2800;0,83;28,9;0,08;;
898;22/12/2020;11:14:57;2750;0,83;29,1;0,05;;
899;22/12/2020;11:14:58;2900;0,87;29,3;0,03;;
900;22/12/2020;11:14:59;2850;0,82;29,3;0,03;;
901;22/12/2020;11:15:00;2800;0,82;29,5;0,02;;
902;22/12/2020;11:15:01;2925;0,82;29,3;0,03;;
903;22/12/2020;11:15:02;2850;0,83;29,3;0,04;;
904;22/12/2020;11:15:03;2950;0,83;29,5;0,03;;
905;22/12/2020;11:15:04;2900;0,87;29,3;0,03;;
906;22/12/2020;11:15:05;2750;0,82;29,1;0,03;;
907;22/12/2020;11:15:06;2900;0,82;29,1;0,02;;
908;22/12/2020;11:15:07;2850;0,82;29,3;0,03;;
909;22/12/2020;11:15:08;2950;0,83;29,1;0,11;;
910;22/12/2020;11:15:09;3000;0,83;29,3;0,03;;
911;22/12/2020;11:15:10;2950;0,83;29,3;0,04;;
912;22/12/2020;11:15:11;2850;0,83;29,5;0,03;;
913;22/12/2020;11:15:12;2800;0,83;29,3;0,03;;
914;22/12/2020;11:15:13;2925;0,87;29,5;0,03;;
915;22/12/2020;11:15:14;3000;0,82;29,3;0,02;;
916;22/12/2020;11:15:15;2900;0,82;29,1;0,03;;
917;22/12/2020;11:15:16;2925;0,82;29,1;0,02;;
918;22/12/2020;11:15:17;3000;0,83;29,3;0,03;;
919;22/12/2020;11:15:18;2800;0,83;29,1;0,05;;
920;22/12/2020;11:15:19;2925;0,83;29,3;0,09;;
921;22/12/2020;11:15:20;2900;0,83;29,3;0,2;;
922;22/12/2020;11:15:21;2800;0,83;29,5;0,08;;
923;22/12/2020;11:15:22;2750;0,83;29,3;0,05;;
924;22/12/2020;11:15:23;2900;0,87;29,5;0,04;;
925;22/12/2020;11:15:24;2850;0,82;29,3;0,05;;
926;22/12/2020;11:15:25;2800;0,82;28,3;0,07;;
927;22/12/2020;11:15:26;2925;0,82;28,1;0,04;;
928;22/12/2020;11:15:27;2850;0,83;28,3;0,03;;
929;22/12/2020;11:15:28;2950;0,82;28,3;0,02;;
930;22/12/2020;11:15:29;2900;0,82;28,3;0,05;;
931;22/12/2020;11:15:30;2900;0,82;28,3;0,05;;
932;22/12/2020;11:15:31;2925;0,82;28,5;0,09;;
933;22/12/2020;11:15:32;3000;0,83;28,1;0,11;;
934;22/12/2020;11:15:33;2800;0,83;28,3;0,07;;
935;22/12/2020;11:15:34;2925;0,83;28,5;0,07;;
936;22/12/2020;11:15:35;2900;0,83;29,3;0,09;;
937;22/12/2020;11:15:36;2800;0,83;29,1;0,04;;
938;22/12/2020;11:15:37;2750;0,82;29,3;0,07;;
939;22/12/2020;11:15:38;2900;0,82;29,3;0,05;;
940;22/12/2020;11:15:39;2850;0,82;26,6;0,07;;
941;22/12/2020;11:15:40;2800;0,83;28,3;0,11;;
942;22/12/2020;11:15:41;2925;0,83;28,1;0,08;;
943;22/12/2020;11:15:42;2850;0,83;28,5;0,05;;
944;22/12/2020;11:15:43;2950;0,83;28,3;0,03;;
945;22/12/2020;11:15:44;3000;0,83;28,1;0,01;;
946;22/12/2020;11:15:45;2950;0,83;28,3;0,02;;
947;22/12/2020;11:15:46;2850;0,82;28,5;0,03;;
948;22/12/2020;11:15:47;2800;0,82;29,3;0,04;;
949;22/12/2020;11:15:48;2925;0,82;29,1;0,03;;
950;22/12/2020;11:15:49;2850;0,83;29,3;0,03;;
951;22/12/2020;11:15:50;2950;0,83;28,9;0,03;;
952;22/12/2020;11:15:51;3000;0,83;29,1;0,02;;
953;22/12/2020;11:15:52;2950;0,82;29,3;0,03;;
954;22/12/2020;11:15:53;2800;0,83;29,3;0,11;;
955;22/12/2020;11:15:54;2925;0,83;29,5;0,03;;
956;22/12/2020;11:15:55;2900;0,83;29,3;0,04;;
957;22/12/2020;11:15:56;2800;0,87;29,3;0,03;;
958;22/12/2020;11:15:57;2750;0,87;29,5;0,03;;
959;22/12/2020;11:15:58;2900;0,89;29,3;0,03;;
960;22/12/2020;11:15:59;2850;0,89;29,1;0,02;;
961;22/12/2020;11:16:00;2950;0,89;29,1;0,03;;
962;22/12/2020;11:16:01;3000;0,89;29,3;0,02;;
963;22/12/2020;11:16:02;2950;0,89;29,1;0,03;;
964;22/12/2020;11:16:03;2850;0,89;29,3;0,05;;
965;22/12/2020;11:16:04;2800;0,88;29,3;0,09;;
966;22/12/2020;11:16:05;2925;0,89;29,5;0,2;;
967;22/12/2020;11:16:06;2850;0,87;29,3;0,08;;
968;22/12/2020;11:16:07;2950;0,89;29,1;0,05;;
969;22/12/2020;11:16:08;3000;0,89;29,3;0,04;;
970;22/12/2020;11:16:09;2950;0,87;29,3;0,05;;
971;22/12/2020;11:16:10;2800;0,89;28,9;0,07;;
972;22/12/2020;11:16:11;2925;0,87;29,1;0,04;;
973;22/12/2020;11:16:12;2900;0,87;29,3;0,03;;
974;22/12/2020;11:16:13;2800;0,87;29,3;0,02;;
975;22/12/2020;11:16:14;2750;0,87;29,5;0,05;;
976;22/12/2020;11:16:15;2900;0,87;29,3;0,05;;
977;22/12/2020;11:16:16;3000;0,87;29,3;0,09;;
978;22/12/2020;11:16:17;2950;0,87;29,5;0,11;;
979;22/12/2020;11:16:18;2800;0,87;29,3;0,07;;
980;22/12/2020;11:16:19;2925;0,87;29,1;0,07;;
981;22/12/2020;11:16:20;2900;0,87;29,1;0,05;;
982;22/12/2020;11:16:21;2800;0,87;29,3;0,07;;
983;22/12/2020;11:16:22;2750;0,87;29,1;0,11;;
984;22/12/2020;11:16:23;2900;0,87;29,3;0,08;;
985;22/12/2020;11:16:24;3000;0,87;29,3;0,05;;
986;22/12/2020;11:16:25;2925;0,87;29,5;0,03;;
987;22/12/2020;11:16:26;2900;0,87;29,3;0,03;;
988;22/12/2020;11:16:27;2800;0,87;29,5;0,02;;
989;22/12/2020;11:16:28;2750;0,83;29,3;0,03;;
990;22/12/2020;11:16:29;2900;0,82;29,1;0,04;;
991;22/12/2020;11:16:30;2850;0,82;29,1;0,03;;
992;22/12/2020;11:16:31;2800;0,82;29,3;0,03;;
993;22/12/2020;11:16:32;2925;0,83;29,1;0,03;;
994;22/12/2020;11:16:33;2850;0,83;29,3;0,02;;
995;22/12/2020;11:16:34;2950;0,83;29,3;0,03;;
996;22/12/2020;11:16:35;2900;0,82;29,5;0,11;;
997;22/12/2020;11:16:36;2750;0,83;29,3;0,03;;
998;22/12/2020;11:16:37;2900;0,83;29,5;0,04;;
999;22/12/2020;11:16:38;2850;0,83;29,3;0,03;;
1000;22/12/2020;11:16:39;2950;0,87;28,3;0,03;;
1001;22/12/2020;11:16:40;3000;0,87;28,1;0,03;;
1002;22/12/2020;11:16:41;2950;0,89;28,3;0,02;;
1003;22/12/2020;11:16:42;2850;0,89;28,3;0,03;;
1004;22/12/2020;11:16:43;2800;0,89;28,3;0,02;;
1005;22/12/2020;11:16:44;2925;0,89;28,3;0,03;;
1006;22/12/2020;11:16:45;3000;0,89;28,5;0,05;;
1007;22/12/2020;11:16:46;2900;0,89;28,1;0,09;;
1008;22/12/2020;11:16:47;2925;0,88;28,3;0,2;;
1009;22/12/2020;11:16:48;3000;0,89;28,5;0,08;;
1010;22/12/2020;11:16:49;2800;0,87;29,3;0,05;;
1011;22/12/2020;11:16:50;2925;0,89;29,1;0,04;;
1012;22/12/2020;11:16:51;2900;0,89;29,3;0,05;;
1013;22/12/2020;11:16:52;2800;0,87;29,3;0,07;;
1014;22/12/2020;11:16:53;2750;0,89;28,3;0,04;;
1015;22/12/2020;11:16:54;2800;0,87;28,5;0,03;;
1016;22/12/2020;11:16:55;2750;0,87;29,3;0,02;;
1017;22/12/2020;11:16:56;2900;0,87;29,1;0,05;;
1018;22/12/2020;11:16:57;2850;0,87;29,3;0,05;;
1019;22/12/2020;11:16:58;2800;0,87;28,9;0,09;;
1020;22/12/2020;11:16:59;2925;0,87;29,1;0,11;;
1021;22/12/2020;11:17:00;2850;0,87;29,3;0,07;;
1022;22/12/2020;11:17:01;2950;0,87;29,3;0,07;;
1023;22/12/2020;11:17:02;2900;0,87;29,5;0,05;;
1024;22/12/2020;11:17:03;3000;0,87;29,3;0,07;;
1025;22/12/2020;11:17:04;2950;0,87;29,3;0,09;;
1026;22/12/2020;11:17:05;2850;0,87;29,5;0,11;;
1027;22/12/2020;11:17:06;2800;0,87;29,3;0,03;;
1028;22/12/2020;11:17:07;2925;0,87;29,1;0,04;;
1029;22/12/2020;11:17:08;2850;0,87;29,1;0,05;;
1030;22/12/2020;11:17:09;2950;0,87;29,3;0,07;;
1031;22/12/2020;11:17:10;3000;0,87;29,1;0,04;;
1032;22/12/2020;11:17:11;2950;0,82;29,3;0,03;;
1033;22/12/2020;11:17:12;2800;0,82;29,3;0,02;;
1034;22/12/2020;11:17:13;2925;0,82;29,5;0,05;;
1035;22/12/2020;11:17:14;2900;0,82;29,3;0,05;;
1036;22/12/2020;11:17:15;2800;0,83;29,5;0,09;;
1037;22/12/2020;11:17:16;2750;0,83;29,3;0,11;;
1038;22/12/2020;11:17:17;2900;0,83;29,1;0,07;;
1039;22/12/2020;11:17:18;2850;0,83;29,1;0,09;;
1040;22/12/2020;11:17:19;2950;0,83;29,3;0,04;;
1041;22/12/2020;11:17:20;3000;0,82;29,1;0,07;;
1042;22/12/2020;11:17:21;2950;0,82;29,3;0,05;;
1043;22/12/2020;11:17:22;2850;0,82;29,3;0,07;;
1044;22/12/2020;11:17:23;2800;0,83;29,5;0,11;;
1045;22/12/2020;11:17:24;2925;0,83;29,3;0,08;;
1046;22/12/2020;11:17:25;3000;0,83;29,5;0,03;;
1047;22/12/2020;11:17:26;2900;0,83;29,3;0,02;;
1048;22/12/2020;11:17:27;2925;0,83;28,3;0,03;;
1049;22/12/2020;11:17:28;3000;0,83;28,1;0,11;;
1050;22/12/2020;11:17:29;2800;0,82;28,3;0,03;;
1051;22/12/2020;11:17:30;2925;0,82;28,3;0,04;;
1052;22/12/2020;11:17:31;2900;0,82;28,3;0,03;;
1053;22/12/2020;11:17:32;2800;0,83;28,3;0,03;;
1054;22/12/2020;11:17:33;2750;0,83;28,5;0,03;;
1055;22/12/2020;11:17:34;2900;0,83;28,1;0,02;;
1056;22/12/2020;11:17:35;2850;0,82;28,3;0,03;;
1057;22/12/2020;11:17:36;2800;0,83;28,5;0,02;;
1058;22/12/2020;11:17:37;2925;0,83;29,3;0,03;;
1059;22/12/2020;11:17:38;2850;0,83;29,1;0,05;;
1060;22/12/2020;11:17:39;2950;0,87;29,3;0,09;;
1061;22/12/2020;11:17:40;2900;0,82;29,3;0,2;;
1062;22/12/2020;11:17:41;2750;0,82;26,6;0,08;;
1063;22/12/2020;11:17:42;2900;0,82;28,3;0,05;;
1064;22/12/2020;11:17:43;2850;0,83;28,1;0,04;;
1065;22/12/2020;11:17:44;2950;0,83;28,5;0,05;;
1066;22/12/2020;11:17:45;3000;0,83;28,3;0,07;;
